Method,n_star_ratio,MAE
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,80.0
e-Divisive,0.7,13.0
KCPA,0.7,15.0
Neural-ECF,0.7,79.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,4.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,100.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,90.0
e-Divisive,0.7,5.0
KCPA,0.7,5.0
Neural-ECF,0.7,11.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,3.0
KCPA,0.7,3.0
Neural-ECF,0.7,21.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,3.0
KCPA,0.7,9.0
Neural-ECF,0.7,8.0
MIDAST[KS],0.7,30.0
MIDAST[MMD],0.7,90.0
e-Divisive,0.7,2.0
KCPA,0.7,2.0
Neural-ECF,0.7,75.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,47.0
MIDAST[KS],0.7,50.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,45.0
KCPA,0.7,1.0
Neural-ECF,0.7,86.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,90.0
e-Divisive,0.7,3.0
KCPA,0.7,30.0
Neural-ECF,0.7,2.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,90.0
e-Divisive,0.7,3.0
KCPA,0.7,0.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,50.0
MIDAST[MMD],0.7,130.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,72.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,4.0
KCPA,0.7,10.0
Neural-ECF,0.7,11.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,72.0
KCPA,0.7,2.0
Neural-ECF,0.7,42.0
MIDAST[KS],0.7,60.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,13.0
KCPA,0.7,2.0
Neural-ECF,0.7,87.0
MIDAST[KS],0.7,80.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,10.0
KCPA,0.7,2.0
Neural-ECF,0.7,83.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,3.0
KCPA,0.7,3.0
Neural-ECF,0.7,4.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,420.0
e-Divisive,0.7,3.0
KCPA,0.7,3.0
Neural-ECF,0.7,19.0
MIDAST[KS],0.7,30.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,3.0
KCPA,0.7,1.0
Neural-ECF,0.7,49.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,9.0
KCPA,0.7,0.0
Neural-ECF,0.7,8.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,1.0
KCPA,0.7,9.0
Neural-ECF,0.7,9.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,40.0
MIDAST[MMD],0.7,110.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,130.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,4.0
KCPA,0.7,0.0
Neural-ECF,0.7,86.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,110.0
e-Divisive,0.7,7.0
KCPA,0.7,7.0
Neural-ECF,0.7,8.0
MIDAST[KS],0.7,80.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,1.0
KCPA,0.7,0.0
Neural-ECF,0.7,19.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,100.0
e-Divisive,0.7,4.0
KCPA,0.7,1.0
Neural-ECF,0.7,13.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,90.0
e-Divisive,0.7,5.0
KCPA,0.7,0.0
Neural-ECF,0.7,88.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,12.0
KCPA,0.7,0.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,4.0
KCPA,0.7,4.0
Neural-ECF,0.7,13.0
MIDAST[KS],0.7,40.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,0.0
KCPA,0.7,6.0
Neural-ECF,0.7,46.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,500.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,4.0
KCPA,0.7,4.0
Neural-ECF,0.7,21.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,2.0
KCPA,0.7,2.0
Neural-ECF,0.7,47.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,80.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,20.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,390.0
e-Divisive,0.7,2.0
KCPA,0.7,5.0
Neural-ECF,0.7,9.0
MIDAST[KS],0.7,40.0
MIDAST[MMD],0.7,100.0
e-Divisive,0.7,2.0
KCPA,0.7,0.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,90.0
e-Divisive,0.7,1.0
KCPA,0.7,0.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,7.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,110.0
e-Divisive,0.7,1.0
KCPA,0.7,4.0
Neural-ECF,0.7,4.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,120.0
e-Divisive,0.7,0.0
KCPA,0.7,2.0
Neural-ECF,0.7,54.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,5.0
KCPA,0.7,0.0
Neural-ECF,0.7,42.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,0.0
KCPA,0.7,1.0
Neural-ECF,0.7,6.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,260.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,87.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,80.0
e-Divisive,0.7,11.0
KCPA,0.7,1.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,4.0
KCPA,0.7,4.0
Neural-ECF,0.7,48.0
MIDAST[KS],0.7,40.0
MIDAST[MMD],0.7,130.0
e-Divisive,0.7,3.0
KCPA,0.7,1.0
Neural-ECF,0.7,4.0
MIDAST[KS],0.7,50.0
MIDAST[MMD],0.7,40.0
e-Divisive,0.7,2.0
KCPA,0.7,2.0
Neural-ECF,0.7,48.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,46.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,5.0
KCPA,0.7,0.0
Neural-ECF,0.7,7.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,6.0
KCPA,0.7,1.0
Neural-ECF,0.7,2.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,0.0
KCPA,0.7,7.0
Neural-ECF,0.7,13.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,23.0
KCPA,0.7,15.0
Neural-ECF,0.7,71.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,4.0
KCPA,0.7,0.0
Neural-ECF,0.7,53.0
MIDAST[KS],0.7,30.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,3.0
KCPA,0.7,19.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,80.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,12.0
KCPA,0.7,11.0
Neural-ECF,0.7,54.0
MIDAST[KS],0.7,70.0
MIDAST[MMD],0.7,390.0
e-Divisive,0.7,2.0
KCPA,0.7,2.0
Neural-ECF,0.7,2.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,350.0
e-Divisive,0.7,0.0
KCPA,0.7,0.0
Neural-ECF,0.7,88.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,27.0
KCPA,0.7,27.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,60.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,3.0
KCPA,0.7,9.0
Neural-ECF,0.7,3.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,5.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,60.0
e-Divisive,0.7,15.0
KCPA,0.7,15.0
Neural-ECF,0.7,1.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,10.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,36.0
MIDAST[KS],0.7,0.0
MIDAST[MMD],0.7,0.0
e-Divisive,0.7,0.0
KCPA,0.7,46.0
Neural-ECF,0.7,11.0
MIDAST[KS],0.7,30.0
MIDAST[MMD],0.7,20.0
e-Divisive,0.7,1.0
KCPA,0.7,0.0
Neural-ECF,0.7,52.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,30.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,10.0
MIDAST[KS],0.7,20.0
MIDAST[MMD],0.7,50.0
e-Divisive,0.7,1.0
KCPA,0.7,1.0
Neural-ECF,0.7,49.0
MIDAST[KS],0.7,10.0
MIDAST[MMD],0.7,500.0
e-Divisive,0.7,27.0
KCPA,0.7,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,113.0
KCPA,0.9,0.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,140.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,260.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,3.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,7.0
KCPA,0.9,6.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,2.0
KCPA,0.9,5.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,117.0
MIDAST[KS],0.9,240.0
MIDAST[MMD],0.9,280.0
e-Divisive,0.9,11.0
KCPA,0.9,3.0
Neural-ECF,0.9,115.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,524.0
KCPA,0.9,0.0
Neural-ECF,0.9,141.0
MIDAST[KS],0.9,490.0
MIDAST[MMD],0.9,490.0
e-Divisive,0.9,0.0
KCPA,0.9,22.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,131.0
MIDAST[KS],0.9,660.0
MIDAST[MMD],0.9,660.0
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,3.0
KCPA,0.9,11.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,4.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,312.0
KCPA,0.9,15.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,22.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,150.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,5.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,300.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,7.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,200.0
MIDAST[MMD],0.9,230.0
e-Divisive,0.9,29.0
KCPA,0.9,29.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,54.0
KCPA,0.9,0.0
Neural-ECF,0.9,120.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,310.0
e-Divisive,0.9,142.0
KCPA,0.9,10.0
Neural-ECF,0.9,
MIDAST[KS],0.9,140.0
MIDAST[MMD],0.9,680.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,360.0
MIDAST[MMD],0.9,350.0
e-Divisive,0.9,409.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,12.0
KCPA,0.9,1.0
Neural-ECF,0.9,112.0
MIDAST[KS],0.9,550.0
MIDAST[MMD],0.9,520.0
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,520.0
MIDAST[MMD],0.9,
e-Divisive,0.9,3.0
KCPA,0.9,0.0
Neural-ECF,0.9,113.0
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,3.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,330.0
e-Divisive,0.9,20.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,5.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,700.0
MIDAST[MMD],0.9,690.0
e-Divisive,0.9,0.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,2.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,690.0
MIDAST[MMD],0.9,490.0
e-Divisive,0.9,1.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,17.0
KCPA,0.9,16.0
Neural-ECF,0.9,
MIDAST[KS],0.9,260.0
MIDAST[MMD],0.9,270.0
e-Divisive,0.9,11.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,
e-Divisive,0.9,846.0
KCPA,0.9,0.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,9.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,290.0
e-Divisive,0.9,2.0
KCPA,0.9,6.0
Neural-ECF,0.9,
MIDAST[KS],0.9,550.0
MIDAST[MMD],0.9,590.0
e-Divisive,0.9,3.0
KCPA,0.9,0.0
Neural-ECF,0.9,426.0
MIDAST[KS],0.9,260.0
MIDAST[MMD],0.9,
e-Divisive,0.9,20.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,530.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,2.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,490.0
e-Divisive,0.9,5.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,470.0
MIDAST[MMD],0.9,450.0
e-Divisive,0.9,23.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,230.0
MIDAST[MMD],0.9,560.0
e-Divisive,0.9,21.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,530.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,2.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,700.0
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,280.0
MIDAST[MMD],0.9,320.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,390.0
MIDAST[MMD],0.9,390.0
e-Divisive,0.9,390.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,170.0
MIDAST[MMD],0.9,510.0
e-Divisive,0.9,6.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,4.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,200.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,22.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,28.0
KCPA,0.9,28.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,7.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,570.0
e-Divisive,0.9,13.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,5.0
KCPA,0.9,8.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,3.0
KCPA,0.9,2.0
Neural-ECF,0.9,114.0
MIDAST[KS],0.9,510.0
MIDAST[MMD],0.9,560.0
e-Divisive,0.9,4.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,160.0
e-Divisive,0.9,150.0
KCPA,0.9,1.0
Neural-ECF,0.9,449.0
MIDAST[KS],0.9,430.0
MIDAST[MMD],0.9,650.0
e-Divisive,0.9,3.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,160.0
MIDAST[MMD],0.9,160.0
e-Divisive,0.9,21.0
KCPA,0.9,14.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,600.0
e-Divisive,0.9,2.0
KCPA,0.9,4.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,630.0
e-Divisive,0.9,9.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,540.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,820.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,0.0
KCPA,0.9,9.0
Neural-ECF,0.9,
MIDAST[KS],0.9,460.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,2.0
KCPA,0.9,3.0
Neural-ECF,0.9,116.0
MIDAST[KS],0.9,170.0
MIDAST[MMD],0.9,560.0
e-Divisive,0.9,6.0
KCPA,0.9,6.0
Neural-ECF,0.9,277.0
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,6.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,140.0
e-Divisive,0.9,11.0
KCPA,0.9,11.0
Neural-ECF,0.9,404.0
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,620.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,9.0
KCPA,0.9,20.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,1.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,680.0
e-Divisive,0.9,2.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,14.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,130.0
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,410.0
MIDAST[MMD],0.9,490.0
e-Divisive,0.9,513.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,
MIDAST[MMD],0.9,460.0
e-Divisive,0.9,7.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,570.0
MIDAST[MMD],0.9,620.0
e-Divisive,0.9,1.0
KCPA,0.9,27.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,
e-Divisive,0.9,22.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,170.0
MIDAST[MMD],0.9,
e-Divisive,0.9,3.0
KCPA,0.9,2.0
Neural-ECF,0.9,118.0
MIDAST[KS],0.9,150.0
MIDAST[MMD],0.9,550.0
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,410.0
e-Divisive,0.9,6.0
KCPA,0.9,6.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,580.0
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,469.0
MIDAST[KS],0.9,470.0
MIDAST[MMD],0.9,510.0
e-Divisive,0.9,5.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,310.0
MIDAST[MMD],0.9,310.0
e-Divisive,0.9,36.0
KCPA,0.9,35.0
Neural-ECF,0.9,
MIDAST[KS],0.9,150.0
MIDAST[MMD],0.9,570.0
e-Divisive,0.9,0.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,130.0
MIDAST[MMD],0.9,
e-Divisive,0.9,3.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,200.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,9.0
KCPA,0.9,10.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,1.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,530.0
MIDAST[MMD],0.9,510.0
e-Divisive,0.9,12.0
KCPA,0.9,0.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,24.0
KCPA,0.9,20.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,42.0
KCPA,0.9,3.0
Neural-ECF,0.9,115.0
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,150.0
e-Divisive,0.9,4.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,150.0
e-Divisive,0.9,5.0
KCPA,0.9,3.0
Neural-ECF,0.9,
MIDAST[KS],0.9,570.0
MIDAST[MMD],0.9,390.0
e-Divisive,0.9,5.0
KCPA,0.9,5.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,110.0
e-Divisive,0.9,1.0
KCPA,0.9,1.0
Neural-ECF,0.9,
MIDAST[KS],0.9,110.0
MIDAST[MMD],0.9,
e-Divisive,0.9,2.0
KCPA,0.9,2.0
Neural-ECF,0.9,
MIDAST[KS],0.9,120.0
MIDAST[MMD],0.9,120.0
e-Divisive,0.9,4.0
KCPA,0.9,5.0
